bpmag-Gmag,bpmag-rpmag,bpmag-Jmag,bpmag-Hmag,bpmag-Kmag,bpmag-W1mag,bpmag-W2mag,Gmag-rpmag,Gmag-Jmag,Gmag-Hmag,Gmag-Kmag,Gmag-W1mag,Gmag-W2mag,rpmag-Jmag,rpmag-Hmag,rpmag-Kmag,rpmag-W1mag,rpmag-W2mag,Jmag-Hmag,Jmag-Kmag,Jmag-W1mag,Jmag-W2mag,Hmag-Kmag,Hmag-W1mag,Hmag-W2mag,Kmag-W1mag,Kmag-W2mag,W1mag-W2mag,class
0.0810,0.2287,0.4563,0.4673,0.4703,0.5203,0.4903,0.1477,0.3753,0.3863,0.3893,0.4393,0.4093,0.2276,0.2386,0.2416,0.2916,0.2616,0.0110,0.0140,0.0640,0.0340,0.0030,0.0530,0.0230,0.0500,0.0200,-0.0300,S
0.3100,0.7412,1.1744,1.4354,1.5414,1.5644,1.5284,0.4313,0.8644,1.1254,1.2314,1.2544,1.2184,0.4331,0.6941,0.8001,0.8231,0.7871,0.2610,0.3670,0.3900,0.3540,0.1060,0.1290,0.0930,0.0230,-0.0130,-0.0360,S
0.0065,0.0317,0.1243,0.0793,0.1043,0.0813,0.0713,0.0251,0.1177,0.0727,0.0977,0.0747,0.0647,0.0926,0.0476,0.0726,0.0496,0.0396,-0.0450,-0.0200,-0.0430,-0.0530,0.0250,0.0020,-0.0080,-0.0230,-0.0330,-0.0100,S
0.0437,0.1073,0.2318,0.1548,0.2088,0.2478,0.2088,0.0636,0.1881,0.1111,0.1651,0.2041,0.1651,0.1245,0.0475,0.1015,0.1405,0.1015,-0.0770,-0.0230,0.0160,-0.0230,0.0540,0.0930,0.0540,0.0390,0.0000,-0.0390,S
0.2233,0.6030,1.1220,1.1890,1.3000,1.4950,1.4700,0.3798,0.8988,0.9658,1.0768,1.2718,1.2468,0.5190,0.5860,0.6970,0.8920,0.8670,0.0670,0.1780,0.3730,0.3480,0.1110,0.3060,0.2810,0.1950,0.1700,-0.0250,S
0.1125,0.2785,0.4376,0.4896,0.5546,0.6046,0.5856,0.1660,0.3252,0.3772,0.4422,0.4922,0.4732,0.1591,0.2111,0.2761,0.3261,0.3071,0.0520,0.1170,0.1670,0.1480,0.0650,0.1150,0.0960,0.0500,0.0310,-0.0190,S
0.2244,0.5906,1.0704,1.1454,1.2324,1.2674,1.2604,0.3662,0.8460,0.9210,1.0080,1.0430,1.0360,0.4799,0.5549,0.6419,0.6769,0.6699,0.0750,0.1620,0.1970,0.1900,0.0870,0.1220,0.1150,0.0350,0.0280,-0.0070,S
0.2209,0.5445,0.9195,1.0035,1.1285,1.1535,1.1355,0.3236,0.6986,0.7826,0.9076,0.9326,0.9146,0.3751,0.4591,0.5841,0.6091,0.5911,0.0840,0.2090,0.2340,0.2160,0.1250,0.1500,0.1320,0.0250,0.0070,-0.0180,S
0.0688,0.1842,0.3437,0.3307,0.3737,0.4527,0.4147,0.1154,0.2749,0.2619,0.3049,0.3839,0.3459,0.1595,0.1465,0.1895,0.2685,0.2305,-0.0130,0.0300,0.1090,0.0710,0.0430,0.1220,0.0840,0.0790,0.0410,-0.0380,S
0.1359,0.3411,0.5947,0.6357,0.7057,0.7297,0.7277,0.2053,0.4588,0.4998,0.5698,0.5938,0.5918,0.2535,0.2945,0.3645,0.3885,0.3865,0.0410,0.1110,0.1350,0.1330,0.0700,0.0940,0.0920,0.0240,0.0220,-0.0020,S
0.0972,0.2458,0.4392,0.4842,0.5392,0.5722,0.5622,0.1485,0.3420,0.3870,0.4420,0.4750,0.4650,0.1934,0.2384,0.2934,0.3264,0.3164,0.0450,0.1000,0.1330,0.1230,0.0550,0.0880,0.0780,0.0330,0.0230,-0.0100,S
0.5597,1.2355,2.1484,2.6424,2.7584,2.8244,2.7474,0.6758,1.5886,2.0826,2.1986,2.2646,2.1876,0.9128,1.4068,1.5228,1.5888,1.5118,0.4940,0.6100,0.6760,0.5990,0.1160,0.1820,0.1050,0.0660,-0.0110,-0.0770,S
0.1039,0.3144,0.6047,0.6527,0.6277,0.7247,0.6977,0.2105,0.5008,0.5488,0.5238,0.6208,0.5938,0.2903,0.3383,0.3133,0.4103,0.3833,0.0480,0.0230,0.1200,0.0930,-0.0250,0.0720,0.0450,0.0970,0.0700,-0.0270,S
0.0576,0.1255,0.2005,0.2295,0.2505,0.2775,0.2555,0.0680,0.1429,0.1719,0.1929,0.2199,0.1979,0.0749,0.1039,0.1249,0.1519,0.1299,0.0290,0.0500,0.0770,0.0550,0.0210,0.0480,0.0260,0.0270,0.0050,-0.0220,S
0.6327,1.3621,2.3797,2.9107,3.0597,3.1567,3.0397,0.7294,1.7470,2.2780,2.4270,2.5240,2.4070,1.0177,1.5487,1.6977,1.7947,1.6777,0.5310,0.6800,0.7770,0.6600,0.1490,0.2460,0.1290,0.0970,-0.0200,-0.1170,S
0.4872,1.1308,1.9610,2.2550,2.3770,2.4430,2.4510,0.6436,1.4738,1.7678,1.8898,1.9558,1.9638,0.8301,1.1241,1.2461,1.3121,1.3201,0.2940,0.4160,0.4820,0.4900,0.1220,0.1880,0.1960,0.0660,0.0740,0.0080,S
-0.0062,-0.0579,-0.0785,-0.1335,-0.1395,-0.0835,-0.1485,-0.0517,-0.0723,-0.1273,-0.1333,-0.0773,-0.1423,-0.0206,-0.0756,-0.0816,-0.0256,-0.0906,-0.0550,-0.0610,-0.0050,-0.0700,-0.0060,0.0500,-0.0150,0.0560,-0.0090,-0.0650,S
0.0529,0.0884,0.2397,0.2347,0.2537,0.2477,0.2917,0.0355,0.1867,0.1817,0.2007,0.1947,0.2387,0.1512,0.1462,0.1652,0.1592,0.2032,-0.0050,0.0140,0.0080,0.0520,0.0190,0.0130,0.0570,-0.0060,0.0380,0.0440,S
0.3211,0.8005,1.3814,1.5604,1.6414,1.7914,1.7124,0.4794,1.0604,1.2394,1.3204,1.4704,1.3914,0.5810,0.7600,0.8410,0.9910,0.9120,0.1790,0.2600,0.4100,0.3310,0.0810,0.2310,0.1520,0.1500,0.0710,-0.0790,S
0.5441,1.2043,2.0667,2.5237,2.6457,2.7167,2.6187,0.6601,1.5226,1.9796,2.1016,2.1726,2.0746,0.8625,1.3195,1.4415,1.5125,1.4145,0.4570,0.5790,0.6500,0.5520,0.1220,0.1930,0.0950,0.0710,-0.0270,-0.0980,S
0.4010,0.9670,1.6741,1.9481,2.1301,2.2341,2.4271,0.5659,1.2731,1.5471,1.7291,1.8331,2.0261,0.7071,0.9811,1.1631,1.2671,1.4601,0.2740,0.4560,0.5600,0.7530,0.1820,0.2860,0.4790,0.1040,0.2970,0.1930,S
0.2284,0.5692,0.8991,1.0971,1.1561,1.1931,1.1831,0.3408,0.6707,0.8687,0.9277,0.9647,0.9547,0.3299,0.5279,0.5869,0.6239,0.6139,0.1980,0.2570,0.2940,0.2840,0.0590,0.0960,0.0860,0.0370,0.0270,-0.0100,S
0.0325,0.0603,0.1515,0.0965,0.1425,0.1495,0.1155,0.0277,0.1189,0.0639,0.1099,0.1169,0.0829,0.0912,0.0362,0.0822,0.0892,0.0552,-0.0550,-0.0090,-0.0020,-0.0360,0.0460,0.0530,0.0190,0.0070,-0.0270,-0.0340,S
0.5916,1.2998,2.1704,2.5654,2.6964,2.7944,2.7804,0.7083,1.5788,1.9738,2.1048,2.2028,2.1888,0.8705,1.2655,1.3965,1.4945,1.4805,0.3950,0.5260,0.6240,0.6100,0.1310,0.2290,0.2150,0.0980,0.0840,-0.0140,S
0.2306,0.5735,0.9275,1.1275,1.1195,1.2645,1.2215,0.3430,0.6969,0.8969,0.8889,1.0339,0.9909,0.3539,0.5539,0.5459,0.6909,0.6479,0.2000,0.1920,0.3370,0.2940,-0.0080,0.1370,0.0940,0.1450,0.1020,-0.0430,S
0.3729,0.8733,1.4490,1.7390,1.8140,1.8830,1.8340,0.5005,1.0761,1.3661,1.4411,1.5101,1.4611,0.5756,0.8656,0.9406,1.0096,0.9606,0.2900,0.3650,0.4340,0.3850,0.0750,0.1440,0.0950,0.0690,0.0200,-0.0490,S
0.5258,1.1943,2.0445,2.2755,2.3815,2.5795,2.5905,0.6685,1.5187,1.7497,1.8557,2.0537,2.0647,0.8502,1.0812,1.1872,1.3852,1.3962,0.2310,0.3370,0.5350,0.5460,0.1060,0.3040,0.3150,0.1980,0.2090,0.0110,S
0.2530,0.6441,1.0586,1.1206,1.1676,1.2176,1.1956,0.3911,0.8056,0.8676,0.9146,0.9646,0.9426,0.4145,0.4765,0.5235,0.5735,0.5515,0.0620,0.1090,0.1590,0.1370,0.0470,0.0970,0.0750,0.0500,0.0280,-0.0220,S
0.2127,0.5342,0.8884,0.9594,1.0684,1.1164,1.1004,0.3214,0.6756,0.7466,0.8556,0.9036,0.8876,0.3542,0.4252,0.5342,0.5822,0.5662,0.0710,0.1800,0.2280,0.2120,0.1090,0.1570,0.1410,0.0480,0.0320,-0.0160,S
0.1022,0.2757,0.4669,0.4989,0.5089,0.5599,0.5299,0.1735,0.3647,0.3967,0.4067,0.4577,0.4277,0.1912,0.2232,0.2332,0.2842,0.2542,0.0320,0.0420,0.0930,0.0630,0.0100,0.0610,0.0310,0.0510,0.0210,-0.0300,S
0.1271,0.3891,0.6594,0.6814,0.7074,0.7254,0.6904,0.2620,0.5323,0.5543,0.5803,0.5983,0.5633,0.2702,0.2922,0.3182,0.3362,0.3012,0.0220,0.0480,0.0660,0.0310,0.0260,0.0440,0.0090,0.0180,-0.0170,-0.0350,S
0.0012,-0.0259,-0.0080,-0.0340,-0.0640,-0.0480,-0.0700,-0.0271,-0.0091,-0.0351,-0.0651,-0.0491,-0.0711,0.0179,-0.0081,-0.0381,-0.0221,-0.0441,-0.0260,-0.0560,-0.0400,-0.0620,-0.0300,-0.0140,-0.0360,0.0160,-0.0060,-0.0220,S
0.3120,0.7508,1.2436,1.5256,1.5296,1.6076,1.5616,0.4388,0.9316,1.2136,1.2176,1.2956,1.2496,0.4928,0.7748,0.7788,0.8568,0.8108,0.2820,0.2860,0.3640,0.3180,0.0040,0.0820,0.0360,0.0780,0.0320,-0.0460,S
0.1857,0.4959,1.0492,1.2212,1.2002,1.3542,1.3342,0.3102,0.8635,1.0355,1.0145,1.1685,1.1485,0.5533,0.7253,0.7043,0.8583,0.8383,0.1720,0.1510,0.3050,0.2850,-0.0210,0.1330,0.1130,0.1540,0.1340,-0.0200,S
0.2292,0.5832,0.9781,1.1831,1.2311,1.2871,1.2631,0.3540,0.7489,0.9539,1.0019,1.0579,1.0339,0.3949,0.5999,0.6479,0.7039,0.6799,0.2050,0.2530,0.3090,0.2850,0.0480,0.1040,0.0800,0.0560,0.0320,-0.0240,S
0.1439,0.3518,0.6171,0.7211,0.7631,0.7971,0.7761,0.2079,0.4732,0.5772,0.6192,0.6532,0.6322,0.2653,0.3693,0.4113,0.4453,0.4243,0.1040,0.1460,0.1800,0.1590,0.0420,0.0760,0.0550,0.0340,0.0130,-0.0210,S
0.2625,0.6427,1.0637,1.2187,1.2877,1.3787,1.3597,0.3802,0.8012,0.9562,1.0252,1.1162,1.0972,0.4210,0.5760,0.6450,0.7360,0.7170,0.1550,0.2240,0.3150,0.2960,0.0690,0.1600,0.1410,0.0910,0.0720,-0.0190,S
0.2580,0.6558,1.0780,1.2570,1.3300,1.3820,1.3550,0.3978,0.8200,0.9990,1.0720,1.1240,1.0970,0.4222,0.6012,0.6742,0.7262,0.6992,0.1790,0.2520,0.3040,0.2770,0.0730,0.1250,0.0980,0.0520,0.0250,-0.0270,S
0.0527,0.1083,0.2299,0.2049,0.2499,0.2719,0.2559,0.0555,0.1772,0.1522,0.1972,0.2192,0.2032,0.1217,0.0967,0.1417,0.1637,0.1477,-0.0250,0.0200,0.0420,0.0260,0.0450,0.0670,0.0510,0.0220,0.0060,-0.0160,S
0.7665,1.6044,2.8041,3.3141,3.5041,3.6251,3.6231,0.8379,2.0377,2.5477,2.7377,2.8587,2.8567,1.1997,1.7097,1.8997,2.0207,2.0187,0.5100,0.7000,0.8210,0.8190,0.1900,0.3110,0.3090,0.1210,0.1190,-0.0020,S
0.0528,0.0992,0.2113,0.1713,0.2483,0.2733,0.2503,0.0464,0.1586,0.1186,0.1956,0.2206,0.1976,0.1121,0.0721,0.1491,0.1741,0.1511,-0.0400,0.0370,0.0620,0.0390,0.0770,0.1020,0.0790,0.0250,0.0020,-0.0230,S
0.2866,0.6988,1.1504,1.4054,1.4484,1.4944,1.4564,0.4121,0.8638,1.1188,1.1618,1.2078,1.1698,0.4517,0.7067,0.7497,0.7957,0.7577,0.2550,0.2980,0.3440,0.3060,0.0430,0.0890,0.0510,0.0460,0.0080,-0.0380,S
0.0374,0.1055,0.2168,0.2238,0.2438,0.2728,0.2438,0.0681,0.1794,0.1864,0.2064,0.2354,0.2064,0.1113,0.1183,0.1383,0.1673,0.1383,0.0070,0.0270,0.0560,0.0270,0.0200,0.0490,0.0200,0.0290,0.0000,-0.0290,S
0.2646,0.6463,0.9992,1.2422,1.3102,1.3702,1.3502,0.3818,0.7346,0.9776,1.0456,1.1056,1.0856,0.3528,0.5958,0.6638,0.7238,0.7038,0.2430,0.3110,0.3710,0.3510,0.0680,0.1280,0.1080,0.0600,0.0400,-0.0200,S
0.2738,0.6668,1.1451,1.3351,1.4011,1.4271,1.4131,0.3930,0.8713,1.0613,1.1273,1.1533,1.1393,0.4784,0.6684,0.7344,0.7604,0.7464,0.1900,0.2560,0.2820,0.2680,0.0660,0.0920,0.0780,0.0260,0.0120,-0.0140,S
0.0883,0.2858,0.5146,0.5496,0.5656,0.6456,0.6466,0.1976,0.4263,0.4613,0.4773,0.5573,0.5583,0.2288,0.2638,0.2798,0.3598,0.3608,0.0350,0.0510,0.1310,0.1320,0.0160,0.0960,0.0970,0.0800,0.0810,0.0010,S
0.0991,0.2780,0.5386,0.5676,0.5836,0.6136,0.5836,0.1789,0.4395,0.4685,0.4845,0.5145,0.4845,0.2606,0.2896,0.3056,0.3356,0.3056,0.0290,0.0450,0.0750,0.0450,0.0160,0.0460,0.0160,0.0300,0.0000,-0.0300,S
0.1792,0.4543,0.7446,0.8726,0.9496,0.9926,0.9686,0.2751,0.5654,0.6934,0.7704,0.8134,0.7894,0.2903,0.4183,0.4953,0.5383,0.5143,0.1280,0.2050,0.2480,0.2240,0.0770,0.1200,0.0960,0.0430,0.0190,-0.0240,S
0.0305,0.0345,0.0761,0.0491,0.0941,0.1561,0.1171,0.0040,0.0456,0.0186,0.0636,0.1256,0.0866,0.0416,0.0146,0.0596,0.1216,0.0826,-0.0270,0.0180,0.0800,0.0410,0.0450,0.1070,0.0680,0.0620,0.0230,-0.0390,S
0.3203,0.7617,1.2467,1.4007,1.5007,1.6267,1.5957,0.4414,0.9264,1.0804,1.1804,1.3064,1.2754,0.4850,0.6390,0.7390,0.8650,0.8340,0.1540,0.2540,0.3800,0.3490,0.1000,0.2260,0.1950,0.1260,0.0950,-0.0310,S
0.1902,0.4514,0.7728,0.8328,0.9028,0.9348,0.9098,0.2613,0.5827,0.6427,0.7127,0.7447,0.7197,0.3214,0.3814,0.4514,0.4834,0.4584,0.0600,0.1300,0.1620,0.1370,0.0700,0.1020,0.0770,0.0320,0.0070,-0.0250,S
0.2464,0.6105,0.9943,1.1853,1.2483,1.2973,1.2733,0.3641,0.7478,0.9388,1.0018,1.0508,1.0268,0.3838,0.5748,0.6378,0.6868,0.6628,0.1910,0.2540,0.3030,0.2790,0.0630,0.1120,0.0880,0.0490,0.0250,-0.0240,S
0.2375,0.5851,0.9733,1.1753,1.2313,1.2563,1.2433,0.3476,0.7358,0.9378,0.9938,1.0188,1.0058,0.3882,0.5902,0.6462,0.6712,0.6582,0.2020,0.2580,0.2830,0.2700,0.0560,0.0810,0.0680,0.0250,0.0120,-0.0130,S
0.2290,0.5718,0.9514,1.1154,1.1734,1.2544,1.2574,0.3428,0.7223,0.8863,0.9443,1.0253,1.0283,0.3796,0.5436,0.6016,0.6826,0.6856,0.1640,0.2220,0.3030,0.3060,0.0580,0.1390,0.1420,0.0810,0.0840,0.0030,S
-0.0081,-0.0731,-0.0913,-0.1553,-0.1133,-0.1463,-0.0883,-0.0650,-0.0831,-0.1471,-0.1051,-0.1381,-0.0801,-0.0181,-0.0821,-0.0401,-0.0731,-0.0151,-0.0640,-0.0220,-0.0550,0.0030,0.0420,0.0090,0.0670,-0.0330,0.0250,0.0580,S
0.0937,0.2748,0.5127,0.4157,0.5907,0.6447,0.5637,0.1810,0.4189,0.3219,0.4969,0.5509,0.4699,0.2379,0.1409,0.3159,0.3699,0.2889,-0.0970,0.0780,0.1320,0.0510,0.1750,0.2290,0.1480,0.0540,-0.0270,-0.0810,S
-0.0160,-0.0897,-0.1471,-0.2061,-0.2381,-0.2291,-0.2581,-0.0737,-0.1311,-0.1901,-0.2221,-0.2131,-0.2421,-0.0574,-0.1164,-0.1484,-0.1394,-0.1684,-0.0590,-0.0910,-0.0820,-0.1110,-0.0320,-0.0230,-0.0520,0.0090,-0.0200,-0.0290,S
0.1064,0.5826,1.1109,1.2159,1.3919,1.4959,1.4809,0.4762,1.0044,1.1094,1.2854,1.3894,1.3744,0.5282,0.6332,0.8092,0.9132,0.8982,0.1050,0.2810,0.3850,0.3700,0.1760,0.2800,0.2650,0.1040,0.0890,-0.0150,S
0.3630,0.8808,1.4426,1.5366,1.6546,1.6886,1.6706,0.5178,1.0796,1.1736,1.2916,1.3256,1.3076,0.5618,0.6558,0.7738,0.8078,0.7898,0.0940,0.2120,0.2460,0.2280,0.1180,0.1520,0.1340,0.0340,0.0160,-0.0180,S
0.0911,0.2500,0.4861,0.4631,0.5401,0.5261,0.5041,0.1588,0.3950,0.3720,0.4490,0.4350,0.4130,0.2362,0.2132,0.2902,0.2762,0.2542,-0.0230,0.0540,0.0400,0.0180,0.0770,0.0630,0.0410,-0.0140,-0.0360,-0.0220,S
0.3731,0.8712,1.4440,1.7420,1.8450,1.8870,1.8280,0.4981,1.0709,1.3689,1.4719,1.5139,1.4549,0.5728,0.8708,0.9738,1.0158,0.9568,0.2980,0.4010,0.4430,0.3840,0.1030,0.1450,0.0860,0.0420,-0.0170,-0.0590,S
0.3473,0.8198,1.3990,1.6050,1.6970,1.7460,1.7240,0.4726,1.0517,1.2577,1.3497,1.3987,1.3767,0.5791,0.7851,0.8771,0.9261,0.9041,0.2060,0.2980,0.3470,0.3250,0.0920,0.1410,0.1190,0.0490,0.0270,-0.0220,S
0.1938,0.4948,0.8866,0.9576,1.0406,1.0996,1.0806,0.3010,0.6928,0.7638,0.8468,0.9058,0.8868,0.3918,0.4628,0.5458,0.6048,0.5858,0.0710,0.1540,0.2130,0.1940,0.0830,0.1420,0.1230,0.0590,0.0400,-0.0190,S
0.1422,0.3629,0.6559,0.7289,0.7049,0.7749,0.7529,0.2206,0.5137,0.5867,0.5627,0.6327,0.6107,0.2931,0.3661,0.3421,0.4121,0.3901,0.0730,0.0490,0.1190,0.0970,-0.0240,0.0460,0.0240,0.0700,0.0480,-0.0220,S
-0.0254,-0.0930,-0.1342,-0.2132,-0.2252,-0.2152,-0.2532,-0.0676,-0.1087,-0.1877,-0.1997,-0.1897,-0.2277,-0.0411,-0.1201,-0.1321,-0.1221,-0.1601,-0.0790,-0.0910,-0.0810,-0.1190,-0.0120,-0.0020,-0.0400,0.0100,-0.0280,-0.0380,S
0.0804,0.2028,0.3863,0.4523,0.4813,0.5033,0.4743,0.1223,0.3058,0.3718,0.4008,0.4228,0.3938,0.1835,0.2495,0.2785,0.3005,0.2715,0.0660,0.0950,0.1170,0.0880,0.0290,0.0510,0.0220,0.0220,-0.0070,-0.0290,S
0.1545,0.4203,0.6419,0.7009,0.7489,0.7499,0.7169,0.2657,0.4874,0.5464,0.5944,0.5954,0.5624,0.2217,0.2807,0.3287,0.3297,0.2967,0.0590,0.1070,0.1080,0.0750,0.0480,0.0490,0.0160,0.0010,-0.0320,-0.0330,S
0.0481,0.1041,0.2419,0.2259,0.2449,0.2679,0.2399,0.0560,0.1938,0.1778,0.1968,0.2198,0.1918,0.1379,0.1219,0.1409,0.1639,0.1359,-0.0160,0.0030,0.0260,-0.0020,0.0190,0.0420,0.0140,0.0230,-0.0050,-0.0280,S
0.2369,0.5861,0.9848,1.1909,1.2569,1.3049,1.2898,0.3492,0.7480,0.9540,1.0200,1.0680,1.0530,0.3988,0.6048,0.6708,0.7188,0.7038,0.2060,0.2720,0.3200,0.3050,0.0660,0.1140,0.0990,0.0480,0.0330,-0.0150,S
0.3149,0.7671,1.2949,1.5459,1.5909,1.6419,1.6129,0.4522,0.9800,1.2310,1.2760,1.3270,1.2980,0.5278,0.7788,0.8238,0.8748,0.8458,0.2510,0.2960,0.3470,0.3180,0.0450,0.0960,0.0670,0.0510,0.0220,-0.0290,S
0.3010,0.7610,1.3220,1.5440,1.6210,1.7120,1.7110,0.4600,1.0210,1.2430,1.3200,1.4110,1.4100,0.5610,0.7830,0.8600,0.9510,0.9500,0.2220,0.2990,0.3900,0.3890,0.0770,0.1680,0.1670,0.0910,0.0900,-0.0010,S
0.2870,0.7066,1.1547,1.3827,1.4647,1.5007,1.4667,0.4196,0.8676,1.0956,1.1776,1.2136,1.1796,0.4481,0.6761,0.7581,0.7941,0.7601,0.2280,0.3100,0.3460,0.3120,0.0820,0.1180,0.0840,0.0360,0.0020,-0.0340,S
0.3447,0.8633,1.5227,1.6887,1.8257,1.7967,1.7787,0.5185,1.1779,1.3439,1.4809,1.4519,1.4339,0.6594,0.8254,0.9624,0.9334,0.9154,0.1660,0.3030,0.2740,0.2560,0.1370,0.1080,0.0900,-0.0290,-0.0470,-0.0180,S
0.0344,0.0847,0.1756,0.1376,0.1746,0.1696,0.1446,0.0503,0.1413,0.1033,0.1403,0.1353,0.1103,0.0910,0.0530,0.0900,0.0850,0.0600,-0.0380,-0.0010,-0.0060,-0.0310,0.0370,0.0320,0.0070,-0.0050,-0.0300,-0.0250,S
0.2851,0.7351,1.3254,1.4664,1.5334,1.6024,1.5944,0.4501,1.0403,1.1813,1.2483,1.3173,1.3093,0.5903,0.7313,0.7983,0.8673,0.8593,0.1410,0.2080,0.2770,0.2690,0.0670,0.1360,0.1280,0.0690,0.0610,-0.0080,S
-0.0683,-0.2477,-0.4457,-0.5727,-0.5277,-0.5657,-0.6327,-0.1793,-0.3774,-0.5044,-0.4594,-0.4974,-0.5644,-0.1980,-0.3250,-0.2800,-0.3180,-0.3850,-0.1270,-0.0820,-0.1200,-0.1870,0.0450,0.0070,-0.0600,-0.0380,-0.1050,-0.0670,S
0.2275,0.5764,0.9902,1.1522,1.2312,1.2492,1.2252,0.3489,0.7627,0.9247,1.0037,1.0217,0.9977,0.4139,0.5759,0.6549,0.6729,0.6489,0.1620,0.2410,0.2590,0.2350,0.0790,0.0970,0.0730,0.0180,-0.0060,-0.0240,S
0.2057,0.5611,0.9257,1.0847,1.1497,1.1807,1.1567,0.3554,0.7201,0.8791,0.9441,0.9751,0.9511,0.3647,0.5237,0.5887,0.6197,0.5957,0.1590,0.2240,0.2550,0.2310,0.0650,0.0960,0.0720,0.0310,0.0070,-0.0240,S
0.2878,0.7050,1.1732,1.3662,1.4262,1.5092,1.4902,0.4172,0.8854,1.0784,1.1384,1.2214,1.2024,0.4681,0.6611,0.7211,0.8041,0.7851,0.1930,0.2530,0.3360,0.3170,0.0600,0.1430,0.1240,0.0830,0.0640,-0.0190,S
0.1504,0.3855,0.5968,0.7408,0.7928,0.8308,0.8218,0.2351,0.4465,0.5905,0.6425,0.6805,0.6715,0.2114,0.3554,0.4074,0.4454,0.4364,0.1440,0.1960,0.2340,0.2250,0.0520,0.0900,0.0810,0.0380,0.0290,-0.0090,S
0.1066,0.2883,0.6936,0.9776,1.0716,1.1326,1.0826,0.1817,0.5870,0.8710,0.9650,1.0260,0.9760,0.4052,0.6892,0.7832,0.8442,0.7942,0.2840,0.3780,0.4390,0.3890,0.0940,0.1550,0.1050,0.0610,0.0110,-0.0500,S
0.2486,0.6116,0.9913,1.2193,1.2193,1.2863,1.2703,0.3630,0.7427,0.9707,0.9707,1.0377,1.0217,0.3797,0.6077,0.6077,0.6747,0.6587,0.2280,0.2280,0.2950,0.2790,0.0000,0.0670,0.0510,0.0670,0.0510,-0.0160,S
0.4154,0.9737,1.6313,1.7583,1.8663,2.0053,1.9703,0.5583,1.2159,1.3429,1.4509,1.5899,1.5549,0.6576,0.7846,0.8926,1.0316,0.9966,0.1270,0.2350,0.3740,0.3390,0.1080,0.2470,0.2120,0.1390,0.1040,-0.0350,S
0.2731,0.6825,1.1281,1.4011,1.4481,1.4651,1.4301,0.4094,0.8550,1.1280,1.1750,1.1920,1.1570,0.4456,0.7186,0.7656,0.7826,0.7476,0.2730,0.3200,0.3370,0.3020,0.0470,0.0640,0.0290,0.0170,-0.0180,-0.0350,S
0.3156,0.7750,1.3174,1.4224,1.4934,1.5484,1.5394,0.4595,1.0018,1.1068,1.1778,1.2328,1.2238,0.5423,0.6473,0.7183,0.7733,0.7643,0.1050,0.1760,0.2310,0.2220,0.0710,0.1260,0.1170,0.0550,0.0460,-0.0090,S
0.3149,0.7669,1.3035,1.5625,1.6085,1.6795,1.6425,0.4520,0.9886,1.2476,1.2936,1.3646,1.3276,0.5366,0.7956,0.8416,0.9126,0.8756,0.2590,0.3050,0.3760,0.3390,0.0460,0.1170,0.0800,0.0710,0.0340,-0.0370,S
0.5006,1.1220,1.9698,2.4058,2.5318,2.6088,2.5498,0.6214,1.4692,1.9052,2.0312,2.1082,2.0492,0.8478,1.2838,1.4098,1.4868,1.4278,0.4360,0.5620,0.6390,0.5800,0.1260,0.2030,0.1440,0.0770,0.0180,-0.0590,S
0.2423,0.5921,0.9182,1.1132,1.1972,1.2402,1.2262,0.3498,0.6759,0.8709,0.9549,0.9979,0.9839,0.3262,0.5212,0.6052,0.6482,0.6342,0.1950,0.2790,0.3220,0.3080,0.0840,0.1270,0.1130,0.0430,0.0290,-0.0140,S
0.1355,0.3574,0.6565,0.7055,0.7475,0.8045,0.7785,0.2219,0.5210,0.5700,0.6120,0.6690,0.6430,0.2990,0.3480,0.3900,0.4470,0.4210,0.0490,0.0910,0.1480,0.1220,0.0420,0.0990,0.0730,0.0570,0.0310,-0.0260,S
0.0868,0.1940,0.3341,0.3431,0.4221,0.4581,0.4311,0.1072,0.2472,0.2562,0.3352,0.3712,0.3442,0.1400,0.1490,0.2280,0.2640,0.2370,0.0090,0.0880,0.1240,0.0970,0.0790,0.1150,0.0880,0.0360,0.0090,-0.0270,S
0.2638,0.6559,1.1204,1.2654,1.3184,1.3864,1.3724,0.3921,0.8566,1.0016,1.0546,1.1226,1.1086,0.4646,0.6096,0.6626,0.7306,0.7166,0.1450,0.1980,0.2660,0.2520,0.0530,0.1210,0.1070,0.0680,0.0540,-0.0140,S
0.2848,0.7044,1.2380,1.3610,1.4710,1.5380,1.5280,0.4196,0.9532,1.0762,1.1862,1.2532,1.2432,0.5337,0.6567,0.7667,0.8337,0.8237,0.1230,0.2330,0.3000,0.2900,0.1100,0.1770,0.1670,0.0670,0.0570,-0.0100,S
0.1190,0.3535,0.5690,0.6670,0.6700,0.8120,0.7930,0.2344,0.4500,0.5480,0.5510,0.6930,0.6740,0.2156,0.3136,0.3166,0.4586,0.4396,0.0980,0.1010,0.2430,0.2240,0.0030,0.1450,0.1260,0.1420,0.1230,-0.0190,S
0.1324,0.3335,0.5758,0.6018,0.6628,0.7108,0.6738,0.2011,0.4434,0.4694,0.5304,0.5784,0.5414,0.2423,0.2683,0.3293,0.3773,0.3403,0.0260,0.0870,0.1350,0.0980,0.0610,0.1090,0.0720,0.0480,0.0110,-0.0370,S
