bpmag-Gmag,bpmag-rpmag,bpmag-Jmag,bpmag-Hmag,bpmag-Kmag,bpmag-W1mag,bpmag-W2mag,Gmag-rpmag,Gmag-Jmag,Gmag-Hmag,Gmag-Kmag,Gmag-W1mag,Gmag-W2mag,rpmag-Jmag,rpmag-Hmag,rpmag-Kmag,rpmag-W1mag,rpmag-W2mag,Jmag-Hmag,Jmag-Kmag,Jmag-W1mag,Jmag-W2mag,Hmag-Kmag,Hmag-W1mag,Hmag-W2mag,Kmag-W1mag,Kmag-W2mag,W1mag-W2mag,class
-0.0390,-0.2202,-0.7734,-0.5974,-0.5194,-0.5344,-0.3634,-0.1812,-0.7344,-0.5584,-0.4804,-0.4954,-0.3244,-0.5532,-0.3772,-0.2992,-0.3142,-0.1432,0.1760,0.2540,0.2390,0.4100,0.0780,0.0630,0.2340,-0.0150,0.1560,0.1710,B
-0.0534,0.2519,0.5078,0.7868,1.1418,1.4608,1.4948,0.3053,0.5612,0.8402,1.1952,1.5142,1.5482,0.2560,0.5350,0.8900,1.2090,1.2430,0.2790,0.6340,0.9530,0.9870,0.3550,0.6740,0.7080,0.3190,0.3530,0.0340,B
0.1098,0.2830,0.5175,0.4495,0.5525,0.5855,0.5485,0.1731,0.4077,0.3397,0.4427,0.4757,0.4387,0.2346,0.1666,0.2696,0.3026,0.2656,-0.0680,0.0350,0.0680,0.0310,0.1030,0.1360,0.0990,0.0330,-0.0040,-0.0370,B
0.0160,0.0530,0.2306,0.2586,0.2786,0.3646,0.4216,0.0370,0.2146,0.2426,0.2626,0.3486,0.4056,0.1776,0.2056,0.2256,0.3116,0.3686,0.0280,0.0480,0.1340,0.1910,0.0200,0.1060,0.1630,0.0860,0.1430,0.0570,B
-0.0134,-0.0713,-0.1080,-0.2120,-0.1780,0.1510,0.4660,-0.0579,-0.0946,-0.1986,-0.1646,0.1644,0.4794,-0.0368,-0.1408,-0.1068,0.2222,0.5372,-0.1040,-0.0700,0.2590,0.5740,0.0340,0.3630,0.6780,0.3290,0.6440,0.3150,B
0.2878,0.7520,1.3423,1.4643,1.6393,1.6113,1.6043,0.4642,1.0545,1.1765,1.3515,1.3235,1.3165,0.5903,0.7123,0.8873,0.8593,0.8523,0.1220,0.2970,0.2690,0.2620,0.1750,0.1470,0.1400,-0.0280,-0.0350,-0.0070,B
0.1938,0.5336,0.8549,1.0569,1.4119,2.0409,2.2409,0.3398,0.6611,0.8631,1.2181,1.8471,2.0471,0.3213,0.5233,0.8783,1.5073,1.7073,0.2020,0.5570,1.1860,1.3860,0.3550,0.9840,1.1840,0.6290,0.8290,0.2000,B
0.1604,0.4235,0.7917,0.8847,0.9467,1.0777,1.1117,0.2632,0.6313,0.7243,0.7863,0.9173,0.9513,0.3682,0.4612,0.5232,0.6542,0.6882,0.0930,0.1550,0.2860,0.3200,0.0620,0.1930,0.2270,0.1310,0.1650,0.0340,B
0.1039,0.2685,0.4313,0.4983,0.5203,0.8893,1.0503,0.1646,0.3274,0.3944,0.4164,0.7854,0.9464,0.1628,0.2298,0.2518,0.6208,0.7818,0.0670,0.0890,0.4580,0.6190,0.0220,0.3910,0.5520,0.3690,0.5300,0.1610,B
0.1883,0.5014,0.8218,0.9238,0.9448,1.0128,0.9718,0.3131,0.6335,0.7355,0.7565,0.8245,0.7835,0.3204,0.4224,0.4434,0.5114,0.4704,0.1020,0.1230,0.1910,0.1500,0.0210,0.0890,0.0480,0.0680,0.0270,-0.0410,B
-0.0796,-0.0413,-0.0906,-0.0096,0.3714,0.4714,0.6684,0.0383,-0.0110,0.0700,0.4510,0.5510,0.7480,-0.0493,0.0317,0.4127,0.5127,0.7097,0.0810,0.4620,0.5620,0.7590,0.3810,0.4810,0.6780,0.1000,0.2970,0.1970,B
0.4618,1.0930,1.9415,2.2625,2.6685,3.3495,3.6705,0.6312,1.4797,1.8007,2.2067,2.8877,3.2087,0.8485,1.1695,1.5755,2.2565,2.5775,0.3210,0.7270,1.4080,1.7290,0.4060,1.0870,1.4080,0.6810,1.0020,0.3210,B
0.0675,0.2091,0.2650,0.3200,0.4890,1.2900,1.4820,0.1417,0.1975,0.2525,0.4215,1.2225,1.4145,0.0559,0.1109,0.2799,1.0809,1.2729,0.0550,0.2240,1.0250,1.2170,0.1690,0.9700,1.1620,0.8010,0.9930,0.1920,B
0.2995,0.7594,1.7948,1.9808,2.2068,1.5318,1.5698,0.4599,1.4953,1.6813,1.9073,1.2323,1.2703,1.0354,1.2214,1.4474,0.7724,0.8104,0.1860,0.4120,-0.2630,-0.2250,0.2260,-0.4490,-0.4110,-0.6750,-0.6370,0.0380,B
0.0832,0.2622,0.4090,0.4690,0.6300,0.9470,1.1230,0.1790,0.3258,0.3858,0.5468,0.8638,1.0398,0.1468,0.2068,0.3678,0.6848,0.8608,0.0600,0.2210,0.5380,0.7140,0.1610,0.4780,0.6540,0.3170,0.4930,0.1760,B
0.1922,0.4937,0.8953,0.9773,1.0773,1.2123,1.1793,0.3015,0.7031,0.7851,0.8851,1.0201,0.9871,0.4016,0.4836,0.5836,0.7186,0.6856,0.0820,0.1820,0.3170,0.2840,0.1000,0.2350,0.2020,0.1350,0.1020,-0.0330,B
-0.0672,-0.2197,-0.4457,-0.5857,-0.5997,-0.3677,-0.0087,-0.1524,-0.3785,-0.5185,-0.5325,-0.3005,0.0585,-0.2261,-0.3661,-0.3801,-0.1481,0.2109,-0.1400,-0.1540,0.0780,0.4370,-0.0140,0.2180,0.5770,0.2320,0.5910,0.3590,B
-0.0280,0.0510,0.1692,0.1032,0.1112,0.2182,0.2532,0.0791,0.1973,0.1313,0.1393,0.2463,0.2813,0.1182,0.0522,0.0602,0.1672,0.2022,-0.0660,-0.0580,0.0490,0.0840,0.0080,0.1150,0.1500,0.1070,0.1420,0.0350,B
0.2849,0.1218,0.0180,0.0300,0.0020,0.9130,0.4900,-0.1630,-0.2668,-0.2548,-0.2828,0.6282,0.2052,-0.1038,-0.0918,-0.1198,0.7912,0.3682,0.0120,-0.0160,0.8950,0.4720,-0.0280,0.8830,0.4600,0.9110,0.4880,-0.4230,B
0.1910,0.4927,0.8005,0.8215,0.8625,1.0195,1.1515,0.3017,0.6095,0.6305,0.6715,0.8285,0.9605,0.3078,0.3288,0.3698,0.5268,0.6588,0.0210,0.0620,0.2190,0.3510,0.0410,0.1980,0.3300,0.1570,0.2890,0.1320,B
-0.0202,-0.2121,-0.3653,-0.4413,-0.4283,-0.3843,-0.1453,-0.1918,-0.3450,-0.4210,-0.4080,-0.3640,-0.1250,-0.1532,-0.2292,-0.2162,-0.1722,0.0668,-0.0760,-0.0630,-0.0190,0.2200,0.0130,0.0570,0.2960,0.0440,0.2830,0.2390,B
0.0887,0.2352,0.4658,0.5108,0.5388,0.5638,0.5658,0.1465,0.3771,0.4221,0.4501,0.4751,0.4771,0.2307,0.2757,0.3037,0.3287,0.3307,0.0450,0.0730,0.0980,0.1000,0.0280,0.0530,0.0550,0.0250,0.0270,0.0020,B
0.1584,0.4367,0.7331,0.8681,1.0371,1.4691,1.6891,0.2783,0.5747,0.7097,0.8787,1.3107,1.5307,0.2964,0.4314,0.6004,1.0324,1.2524,0.1350,0.3040,0.7360,0.9560,0.1690,0.6010,0.8210,0.4320,0.6520,0.2200,B
0.5443,1.2683,2.1850,2.4580,2.6650,2.9710,3.1820,0.7239,1.6407,1.9137,2.1207,2.4267,2.6377,0.9168,1.1898,1.3968,1.7028,1.9138,0.2730,0.4800,0.7860,0.9970,0.2070,0.5130,0.7240,0.3060,0.5170,0.2110,B
0.0051,0.0343,0.0334,0.0014,0.0204,0.0524,0.0074,0.0291,0.0282,-0.0038,0.0152,0.0472,0.0022,-0.0009,-0.0329,-0.0139,0.0181,-0.0269,-0.0320,-0.0130,0.0190,-0.0260,0.0190,0.0510,0.0060,0.0320,-0.0130,-0.0450,B
0.1785,0.4791,0.5831,0.7891,1.1071,1.5151,1.7811,0.3006,0.4046,0.6106,0.9286,1.3366,1.6026,0.1040,0.3100,0.6280,1.0360,1.3020,0.2060,0.5240,0.9320,1.1980,0.3180,0.7260,0.9920,0.4080,0.6740,0.2660,B
0.2438,0.6592,1.5298,1.6958,2.0148,2.3448,2.6488,0.4154,1.2860,1.4520,1.7710,2.1010,2.4050,0.8706,1.0366,1.3556,1.6856,1.9896,0.1660,0.4850,0.8150,1.1190,0.3190,0.6490,0.9530,0.3300,0.6340,0.3040,B
-0.0460,0.0539,-0.1292,0.0188,0.2218,0.7028,0.8508,0.0999,-0.0832,0.0648,0.2678,0.7488,0.8968,-0.1831,-0.0351,0.1679,0.6489,0.7969,0.1480,0.3510,0.8320,0.9800,0.2030,0.6840,0.8320,0.4810,0.6290,0.1480,B
0.1649,0.4442,0.7069,0.8519,0.9709,1.6849,1.5969,0.2793,0.5420,0.6870,0.8060,1.5200,1.4320,0.2626,0.4076,0.5266,1.2406,1.1526,0.1450,0.2640,0.9780,0.8900,0.1190,0.8330,0.7450,0.7140,0.6260,-0.0880,B
-0.0762,-0.0074,-0.0891,0.0729,-0.0871,0.3909,0.1129,0.0688,-0.0129,0.1491,-0.0109,0.4671,0.1891,-0.0817,0.0803,-0.0797,0.3983,0.1203,0.1620,0.0020,0.4800,0.2020,-0.1600,0.3180,0.0400,0.4780,0.2000,-0.2780,B
0.3411,0.9204,2.0396,2.7726,3.5106,4.5456,5.4346,0.5794,1.6985,2.4315,3.1695,4.2045,5.0935,1.1191,1.8521,2.5901,3.6251,4.5141,0.7330,1.4710,2.5060,3.3950,0.7380,1.7730,2.6620,1.0350,1.9240,0.8890,B
0.1817,0.4796,0.7429,0.8279,0.9079,1.5639,1.6599,0.2980,0.5612,0.6462,0.7262,1.3822,1.4782,0.2632,0.3482,0.4282,1.0842,1.1802,0.0850,0.1650,0.8210,0.9170,0.0800,0.7360,0.8320,0.6560,0.7520,0.0960,B
0.0208,0.0784,0.0159,-0.0161,0.0829,-0.0561,-0.0391,0.0577,-0.0049,-0.0369,0.0621,-0.0769,-0.0599,-0.0625,-0.0945,0.0045,-0.1345,-0.1175,-0.0320,0.0670,-0.0720,-0.0550,0.0990,-0.0400,-0.0230,-0.1390,-0.1220,0.0170,B
0.4780,1.1441,2.0292,2.2702,2.3602,2.4882,2.5382,0.6660,1.5512,1.7922,1.8822,2.0102,2.0602,0.8851,1.1261,1.2161,1.3441,1.3941,0.2410,0.3310,0.4590,0.5090,0.0900,0.2180,0.2680,0.1280,0.1780,0.0500,B
1.0635,2.0582,3.5508,4.0718,4.4898,5.1988,5.4058,0.9947,2.4873,3.0083,3.4263,4.1353,4.3423,1.4926,2.0136,2.4316,3.1406,3.3476,0.5210,0.9390,1.6480,1.8550,0.4180,1.1270,1.3340,0.7090,0.9160,0.2070,B
0.1748,0.5080,0.9699,1.1179,1.2579,1.5449,1.7809,0.3333,0.7951,0.9431,1.0831,1.3701,1.6061,0.4618,0.6098,0.7498,1.0368,1.2728,0.1480,0.2880,0.5750,0.8110,0.1400,0.4270,0.6630,0.2870,0.5230,0.2360,B
0.1632,0.4826,0.8615,0.9995,1.0585,1.3555,1.1965,0.3195,0.6983,0.8363,0.8953,1.1923,1.0333,0.3789,0.5169,0.5759,0.8729,0.7139,0.1380,0.1970,0.4940,0.3350,0.0590,0.3560,0.1970,0.2970,0.1380,-0.1590,B
0.2436,0.6876,1.1960,1.3550,1.5890,2.0230,2.2740,0.4440,0.9523,1.1113,1.3453,1.7793,2.0303,0.5084,0.6674,0.9014,1.3354,1.5864,0.1590,0.3930,0.8270,1.0780,0.2340,0.6680,0.9190,0.4340,0.6850,0.2510,B
-0.0331,-0.1437,-0.2291,-0.2991,-0.3061,-0.3061,-0.2341,-0.1106,-0.1960,-0.2660,-0.2730,-0.2730,-0.2010,-0.0854,-0.1554,-0.1624,-0.1624,-0.0904,-0.0700,-0.0770,-0.0770,-0.0050,-0.0070,-0.0070,0.0650,0.0000,0.0720,0.0720,B
0.9780,1.9691,2.8614,3.3064,3.5084,4.0564,4.1894,0.9911,1.8834,2.3284,2.5304,3.0784,3.2114,0.8923,1.3373,1.5393,2.0873,2.2203,0.4450,0.6470,1.1950,1.3280,0.2020,0.7500,0.8830,0.5480,0.6810,0.1330,B
0.1270,0.3603,0.6296,0.6406,0.7116,0.7486,0.7496,0.2333,0.5026,0.5136,0.5846,0.6216,0.6226,0.2693,0.2803,0.3513,0.3883,0.3893,0.0110,0.0820,0.1190,0.1200,0.0710,0.1080,0.1090,0.0370,0.0380,0.0010,B
0.5871,1.3504,2.3372,2.5952,2.8982,3.2782,3.5332,0.7633,1.7501,2.0081,2.3111,2.6911,2.9461,0.9868,1.2448,1.5478,1.9278,2.1828,0.2580,0.5610,0.9410,1.1960,0.3030,0.6830,0.9380,0.3800,0.6350,0.2550,B
0.3880,0.9411,1.7911,1.9901,2.2261,2.5851,3.0681,0.5531,1.4031,1.6021,1.8381,2.1971,2.6801,0.8500,1.0490,1.2850,1.6440,2.1270,0.1990,0.4350,0.7940,1.2770,0.2360,0.5950,1.0780,0.3590,0.8420,0.4830,B
0.0367,0.1058,0.1515,0.1735,0.2085,0.1435,0.3185,0.0691,0.1148,0.1368,0.1718,0.1068,0.2818,0.0457,0.0677,0.1027,0.0377,0.2127,0.0220,0.0570,-0.0080,0.1670,0.0350,-0.0300,0.1450,-0.0650,0.1100,0.1750,B
0.0117,0.0794,0.2644,0.3794,0.6064,0.7704,1.0274,0.0677,0.2527,0.3677,0.5947,0.7587,1.0157,0.1851,0.3001,0.5271,0.6911,0.9481,0.1150,0.3420,0.5060,0.7630,0.2270,0.3910,0.6480,0.1640,0.4210,0.2570,B
0.6168,1.3969,2.4886,2.7866,3.0366,3.2525,3.5386,0.7801,1.8718,2.1698,2.4198,2.6358,2.9218,1.0917,1.3897,1.6397,1.8557,2.1417,0.2980,0.5480,0.7640,1.0500,0.2500,0.4660,0.7520,0.2160,0.5020,0.2860,B
0.0047,0.0040,0.3495,0.3175,0.4175,0.6055,1.1415,-0.0007,0.3448,0.3128,0.4128,0.6008,1.1368,0.3455,0.3135,0.4135,0.6015,1.1375,-0.0320,0.0680,0.2560,0.7920,0.1000,0.2880,0.8240,0.1880,0.7240,0.5360,B
0.4992,1.1911,2.0655,2.3155,2.4965,2.7155,2.7725,0.6919,1.5663,1.8163,1.9973,2.2163,2.2733,0.8744,1.1244,1.3054,1.5244,1.5814,0.2500,0.4310,0.6500,0.7070,0.1810,0.4000,0.4570,0.2190,0.2760,0.0570,B
0.1113,0.3215,0.3934,0.4214,0.4354,0.8314,0.9624,0.2103,0.2822,0.3102,0.3242,0.7202,0.8512,0.0719,0.0999,0.1139,0.5099,0.6409,0.0280,0.0420,0.4380,0.5690,0.0140,0.4100,0.5410,0.3960,0.5270,0.1310,B
0.3567,0.8988,1.6549,1.8849,2.0529,1.8859,1.9199,0.5421,1.2982,1.5282,1.6962,1.5292,1.5632,0.7561,0.9861,1.1541,0.9871,1.0211,0.2300,0.3980,0.2310,0.2650,0.1680,0.0010,0.0350,-0.1670,-0.1330,0.0340,B
0.0538,0.1709,0.7655,0.7285,0.6325,0.9515,0.9475,0.1171,0.7117,0.6747,0.5787,0.8977,0.8937,0.5946,0.5576,0.4616,0.7806,0.7766,-0.0370,-0.1330,0.1860,0.1820,-0.0960,0.2230,0.2190,0.3190,0.3150,-0.0040,B
0.1784,0.4586,0.8471,0.8981,0.9831,0.9741,0.8981,0.2802,0.6687,0.7197,0.8047,0.7957,0.7197,0.3885,0.4395,0.5245,0.5155,0.4395,0.0510,0.1360,0.1270,0.0510,0.0850,0.0760,0.0000,-0.0090,-0.0850,-0.0760,B
0.0343,0.0954,0.2255,0.2235,0.2545,0.2375,0.2195,0.0611,0.1913,0.1893,0.2203,0.2033,0.1853,0.1302,0.1282,0.1592,0.1422,0.1242,-0.0020,0.0290,0.0120,-0.0060,0.0310,0.0140,-0.0040,-0.0170,-0.0350,-0.0180,B
0.2120,0.5742,0.8676,0.9606,1.0946,1.4766,1.7206,0.3622,0.6557,0.7487,0.8827,1.2647,1.5087,0.2934,0.3864,0.5204,0.9024,1.1464,0.0930,0.2270,0.6090,0.8530,0.1340,0.5160,0.7600,0.3820,0.6260,0.2440,B
0.0249,0.0286,0.0974,0.0474,0.0714,0.6674,0.0874,0.0037,0.0724,0.0224,0.0464,0.6424,0.0624,0.0688,0.0188,0.0428,0.6388,0.0588,-0.0500,-0.0260,0.5700,-0.0100,0.0240,0.6200,0.0400,0.5960,0.0160,-0.5800,B
0.5662,1.3054,2.2680,2.5580,2.8920,3.3440,3.6260,0.7392,1.7018,1.9918,2.3258,2.7778,3.0598,0.9626,1.2526,1.5866,2.0386,2.3206,0.2900,0.6240,1.0760,1.3580,0.3340,0.7860,1.0680,0.4520,0.7340,0.2820,B
0.0210,-0.0227,-0.4287,-0.1077,0.1623,0.4703,1.1103,-0.0437,-0.4497,-0.1287,0.1413,0.4493,1.0893,-0.4060,-0.0850,0.1850,0.4930,1.1330,0.3210,0.5910,0.8990,1.5390,0.2700,0.5780,1.2180,0.3080,0.9480,0.6400,B
0.2204,0.6284,1.1033,1.2993,1.5143,1.8183,2.0753,0.4079,0.8829,1.0789,1.2939,1.5979,1.8549,0.4750,0.6710,0.8860,1.1900,1.4470,0.1960,0.4110,0.7150,0.9720,0.2150,0.5190,0.7760,0.3040,0.5610,0.2570,B
-0.0320,-0.1124,-0.5551,-0.6241,-0.4831,0.4429,0.9289,-0.0804,-0.5231,-0.5921,-0.4511,0.4749,0.9609,-0.4427,-0.5117,-0.3707,0.5553,1.0413,-0.0690,0.0720,0.9980,1.4840,0.1410,1.0670,1.5530,0.9260,1.4120,0.4860,B
0.4720,1.1307,2.0000,2.2210,2.3900,2.6070,2.7640,0.6588,1.5281,1.7491,1.9181,2.1351,2.2921,0.8693,1.0903,1.2593,1.4763,1.6333,0.2210,0.3900,0.6070,0.7640,0.1690,0.3860,0.5430,0.2170,0.3740,0.1570,B
0.3078,0.8256,1.5209,1.9279,2.2099,2.7639,3.0649,0.5178,1.2131,1.6201,1.9021,2.4561,2.7571,0.6953,1.1023,1.3843,1.9383,2.2393,0.4070,0.6890,1.2430,1.5440,0.2820,0.8360,1.1370,0.5540,0.8550,0.3010,B
0.1400,0.3703,1.4495,1.5725,1.7785,1.2765,1.3165,0.2304,1.3095,1.4325,1.6385,1.1365,1.1765,1.0791,1.2021,1.4081,0.9061,0.9461,0.1230,0.3290,-0.1730,-0.1330,0.2060,-0.2960,-0.2560,-0.5020,-0.4620,0.0400,B
0.6819,1.5146,2.6606,3.0456,3.2896,3.5936,3.8476,0.8327,1.9787,2.3637,2.6077,2.9117,3.1657,1.1460,1.5310,1.7750,2.0790,2.3330,0.3850,0.6290,0.9330,1.1870,0.2440,0.5480,0.8020,0.3040,0.5580,0.2540,B
0.3342,0.8641,1.5621,1.7841,1.9231,2.0891,2.2411,0.5298,1.2279,1.4499,1.5889,1.7549,1.9069,0.6981,0.9201,1.0591,1.2251,1.3771,0.2220,0.3610,0.5270,0.6790,0.1390,0.3050,0.4570,0.1660,0.3180,0.1520,B
0.2008,0.5256,0.8617,0.8897,0.9217,0.9627,0.9117,0.3247,0.6609,0.6889,0.7209,0.7619,0.7109,0.3361,0.3641,0.3961,0.4371,0.3861,0.0280,0.0600,0.1010,0.0500,0.0320,0.0730,0.0220,0.0410,-0.0100,-0.0510,B
-0.0027,-0.1587,-0.5607,-0.5947,-0.3447,-0.2587,-0.0437,-0.1561,-0.5580,-0.5920,-0.3420,-0.2560,-0.0410,-0.4019,-0.4359,-0.1859,-0.0999,0.1151,-0.0340,0.2160,0.3020,0.5170,0.2500,0.3360,0.5510,0.0860,0.3010,0.2150,B
0.2796,0.7271,1.1084,1.4084,1.7364,2.0494,2.3564,0.4475,0.8288,1.1288,1.4568,1.7698,2.0768,0.3813,0.6813,1.0093,1.3223,1.6293,0.3000,0.6280,0.9410,1.2480,0.3280,0.6410,0.9480,0.3130,0.6200,0.3070,B
0.2162,0.5763,1.2016,1.5726,1.8286,2.1206,2.2986,0.3602,0.9854,1.3564,1.6124,1.9044,2.0824,0.6252,0.9962,1.2522,1.5442,1.7222,0.3710,0.6270,0.9190,1.0970,0.2560,0.5480,0.7260,0.2920,0.4700,0.1780,B
0.0254,0.0861,0.0398,0.0608,0.0418,0.1558,0.1918,0.0607,0.0144,0.0354,0.0164,0.1304,0.1664,-0.0462,-0.0252,-0.0442,0.0698,0.1058,0.0210,0.0020,0.1160,0.1520,-0.0190,0.0950,0.1310,0.1140,0.1500,0.0360,B
0.1206,0.3825,0.6677,0.8127,1.0287,1.3347,1.6147,0.2619,0.5471,0.6921,0.9081,1.2141,1.4941,0.2852,0.4302,0.6462,0.9522,1.2322,0.1450,0.3610,0.6670,0.9470,0.2160,0.5220,0.8020,0.3060,0.5860,0.2800,B
0.7042,1.5385,3.2559,3.7399,4.2359,4.8099,5.0069,0.8343,2.5516,3.0356,3.5316,4.1056,4.3026,1.7173,2.2013,2.6973,3.2713,3.4683,0.4840,0.9800,1.5540,1.7510,0.4960,1.0700,1.2670,0.5740,0.7710,0.1970,B
0.3197,0.7829,1.2806,1.3786,1.3726,1.4786,1.5096,0.4631,0.9609,1.0589,1.0529,1.1589,1.1899,0.4978,0.5958,0.5898,0.6958,0.7268,0.0980,0.0920,0.1980,0.2290,-0.0060,0.1000,0.1310,0.1060,0.1370,0.0310,B
-0.0365,-0.1448,-0.2088,-0.2678,-0.3018,-0.1318,0.0472,-0.1083,-0.1724,-0.2314,-0.2654,-0.0954,0.0836,-0.0640,-0.1230,-0.1570,0.0130,0.1920,-0.0590,-0.0930,0.0770,0.2560,-0.0340,0.1360,0.3150,0.1700,0.3490,0.1790,B
0.0466,0.1403,0.2216,0.1756,0.2076,0.5316,0.6466,0.0936,0.1749,0.1289,0.1609,0.4849,0.5999,0.0813,0.0353,0.0673,0.3913,0.5063,-0.0460,-0.0140,0.3100,0.4250,0.0320,0.3560,0.4710,0.3240,0.4390,0.1150,B
0.0132,0.0111,0.0045,-0.0025,-0.0265,0.1635,0.2355,-0.0020,-0.0087,-0.0157,-0.0397,0.1503,0.2223,-0.0067,-0.0137,-0.0377,0.1523,0.2243,-0.0070,-0.0310,0.1590,0.2310,-0.0240,0.1660,0.2380,0.1900,0.2620,0.0720,B
0.0862,0.2175,0.4221,0.4411,0.4731,0.8961,0.9581,0.1313,0.3359,0.3549,0.3869,0.8099,0.8719,0.2046,0.2236,0.2556,0.6786,0.7406,0.0190,0.0510,0.4740,0.5360,0.0320,0.4550,0.5170,0.4230,0.4850,0.0620,B
0.2173,0.6537,0.4225,0.4435,0.5015,1.9545,2.1825,0.4363,0.2051,0.2261,0.2841,1.7371,1.9651,-0.2312,-0.2102,-0.1522,1.3008,1.5288,0.0210,0.0790,1.5320,1.7600,0.0580,1.5110,1.7390,1.4530,1.6810,0.2280,B
0.0818,0.1440,0.0920,0.1460,0.3310,0.8610,1.3530,0.0621,0.0102,0.0642,0.2492,0.7792,1.2712,-0.0520,0.0020,0.1870,0.7170,1.2090,0.0540,0.2390,0.7690,1.2610,0.1850,0.7150,1.2070,0.5300,1.0220,0.4920,B
0.3266,0.7860,1.3673,1.4803,1.5723,1.7043,1.6393,0.4595,1.0407,1.1537,1.2457,1.3777,1.3127,0.5813,0.6943,0.7863,0.9183,0.8533,0.1130,0.2050,0.3370,0.2720,0.0920,0.2240,0.1590,0.1320,0.0670,-0.0650,B
0.3099,0.8287,1.5517,1.7897,2.0527,2.3967,2.6937,0.5189,1.2419,1.4799,1.7429,2.0869,2.3839,0.7230,0.9610,1.2240,1.5680,1.8650,0.2380,0.5010,0.8450,1.1420,0.2630,0.6070,0.9040,0.3440,0.6410,0.2970,B
0.0719,0.2039,0.3778,0.3988,0.4558,1.1828,1.3818,0.1319,0.3059,0.3269,0.3839,1.1109,1.3099,0.1740,0.1950,0.2520,0.9790,1.1780,0.0210,0.0780,0.8050,1.0040,0.0570,0.7840,0.9830,0.7270,0.9260,0.1990,B
0.0038,-0.0048,-0.1320,-0.2120,-0.2180,0.7000,0.8100,-0.0086,-0.1358,-0.2158,-0.2218,0.6962,0.8062,-0.1272,-0.2072,-0.2132,0.7048,0.8148,-0.0800,-0.0860,0.8320,0.9420,-0.0060,0.9120,1.0220,0.9180,1.0280,0.1100,B
0.0873,0.2276,0.2738,0.2838,0.3148,1.0078,1.2588,0.1403,0.1865,0.1965,0.2275,0.9205,1.1715,0.0462,0.0562,0.0872,0.7802,1.0312,0.0100,0.0410,0.7340,0.9850,0.0310,0.7240,0.9750,0.6930,0.9440,0.2510,B
0.3483,0.8901,1.5881,1.7971,1.9641,1.8761,1.8331,0.5418,1.2398,1.4488,1.6158,1.5278,1.4848,0.6980,0.9070,1.0740,0.9860,0.9430,0.2090,0.3760,0.2880,0.2450,0.1670,0.0790,0.0360,-0.0880,-0.1310,-0.0430,B
0.2924,0.7381,1.3272,1.5932,1.8192,1.9572,2.2362,0.4458,1.0349,1.3009,1.5269,1.6649,1.9439,0.5891,0.8551,1.0811,1.2191,1.4981,0.2660,0.4920,0.6300,0.9090,0.2260,0.3640,0.6430,0.1380,0.4170,0.2790,B
0.0407,0.1431,0.7353,0.8103,1.1083,1.1993,1.3993,0.1024,0.6946,0.7696,1.0676,1.1586,1.3586,0.5922,0.6672,0.9652,1.0562,1.2562,0.0750,0.3730,0.4640,0.6640,0.2980,0.3890,0.5890,0.0910,0.2910,0.2000,B
0.0687,0.1847,0.3251,0.4051,0.4541,0.6111,0.6281,0.1160,0.2564,0.3364,0.3854,0.5424,0.5594,0.1404,0.2204,0.2694,0.4264,0.4434,0.0800,0.1290,0.2860,0.3030,0.0490,0.2060,0.2230,0.1570,0.1740,0.0170,B
0.0646,0.1753,0.2805,0.2935,0.3145,0.5115,0.6155,0.1107,0.2159,0.2289,0.2499,0.4469,0.5509,0.1052,0.1182,0.1392,0.3362,0.4402,0.0130,0.0340,0.2310,0.3350,0.0210,0.2180,0.3220,0.1970,0.3010,0.1040,B
-0.0356,-0.1210,-0.1766,-0.2426,-0.2916,-0.2766,-0.3136,-0.0854,-0.1410,-0.2070,-0.2560,-0.2410,-0.2780,-0.0556,-0.1216,-0.1706,-0.1556,-0.1926,-0.0660,-0.1150,-0.1000,-0.1370,-0.0490,-0.0340,-0.0710,0.0150,-0.0220,-0.0370,B
0.1180,0.3456,0.5803,0.6993,0.8923,1.2513,1.4643,0.2276,0.4624,0.5814,0.7744,1.1334,1.3464,0.2347,0.3537,0.5467,0.9057,1.1187,0.1190,0.3120,0.6710,0.8840,0.1930,0.5520,0.7650,0.3590,0.5720,0.2130,B
0.0402,0.1163,0.2122,0.2362,0.2572,0.4762,0.5282,0.0760,0.1720,0.1960,0.2170,0.4360,0.4880,0.0959,0.1199,0.1409,0.3599,0.4119,0.0240,0.0450,0.2640,0.3160,0.0210,0.2400,0.2920,0.2190,0.2710,0.0520,B
0.5805,1.2910,2.2911,2.6241,3.0381,3.3671,3.7231,0.7105,1.7106,2.0436,2.4576,2.7866,3.1426,1.0001,1.3331,1.7471,2.0761,2.4321,0.3330,0.7470,1.0760,1.4320,0.4140,0.7430,1.0990,0.3290,0.6850,0.3560,B
0.5421,1.2655,2.3591,2.6541,2.8971,2.8961,3.0081,0.7234,1.8170,2.1120,2.3550,2.3540,2.4660,1.0936,1.3886,1.6316,1.6306,1.7426,0.2950,0.5380,0.5370,0.6490,0.2430,0.2420,0.3540,-0.0010,0.1110,0.1120,B
0.0964,0.2694,0.4468,0.4858,0.5488,0.6918,0.7968,0.1730,0.3504,0.3894,0.4524,0.5954,0.7004,0.1774,0.2164,0.2794,0.4224,0.5274,0.0390,0.1020,0.2450,0.3500,0.0630,0.2060,0.3110,0.1430,0.2480,0.1050,B
